text,intent,severity
"@534554 @534555 ...guide here: https://t.co/y6aS7uQQZd. Should you need further assistance, please write us: https://t.co/Necx3xtPlq, thanks! 2/2",feedback,2
"@449747 We're expanding quickly, so stay tuned for any changes. You can keep up to date with our cities on https://t.co/8wgaNEC17b.",feedback,1
I was so thirsty for an Android! Call you @115714 smh,feedback,1
"@135088 That certainly isn't expected behavior, and we'll want to figure out what's going on. Send us a DM with the exact iOS version currently installed on your device and we'll go from there. https://t.co/GDrqU22YpT",other,1
@SouthwestAir Pilot just pulled a 180 turn on the ground - bored or new trick mayhaps?  #wheeee https://t.co/Z0EhDZ4DYw,other,1
@AppleSupport My late 2013 MacBook pro is performing close to the top end iMac I bought few weeks back. Why would you not provide the latest processor?,feedback,1
@489478 Let’s work together on this. Could you let us know which device and iOS version you’re using via a DM? We’ll go from there. https://t.co/GDrqU22YpT,other,1
@384589 We're sorry to hear this was your experience. Contact us via https://t.co/fS660rQ8NQ and we'll be in touch.,feedback,1
"@143462 To help you with your update issue, try to run Windows Update Troubleshooter. Here's how: https://t.co/PYSRLQpin3. Let us know how it goes.",feedback,3
"@GWRHelp Cheers Josh, swings &amp; roundabout. On the one hand a very smooth ride, on the other, not a fan of the electronic announcements - I miss the mostly friendly humans. (This is what I have become as I go through my 30s: reviewing trains on twitter, brought to you by 280 characters)",other,1
@233133 Please allow us to help you get this matter addressed. Use the link to provide more information. ^AP https://t.co/wKJHDXWGRQ,other,1
"@738713 Hey there, can you please send me a message via DM? More than happy to help. ^Ex https://t.co/c9WoAfwenP",other,1
@AskPlayStation trying to add new credit card to my account but you keep rejecting it as invalid....,feedback,1
@LondonMidland Why is the 17:13 5 minutes late?,feedback,1
"@168400 Hi James, please click on the following link which will give you all the information you need https://t.co/D7SBviVNUr.^Jo",feedback,1
@455141 Voluntary changes to a flight can have a change charge and a difference in fare.,other,1
@704027 Por favor siguenos en Twitter para brindarte asistencia por medio de mensajes directos.,feedback,1
"@Morrisons Bravo to you for selling a 100% peanuts, peanut butter at an affordable price! 😊 Done with paying a small fortune for this https://t.co/n0LcCCiBXg",feedback,1
@473222 Oh no! Have you been accessing the checkin page from the link in your email? ^SL,technical_issue,1
@315727 Sorry to know you've not yet received any info. Please share your details here: https://t.co/GIJyeYqKE0 I'll assist. ^SV,feedback,1
@Uber_Support Services in #Karachi are pathetic. Drivers rude and unprofessional. Prices higher and cars not up to mark.,feedback,1
"@129531 3/3
3.What parts are they planning on replacing now and what is the issue with the system as of now?
Along with the above details, please DM the service tag and the order number for the USB-C.

We will be needing the details to check your case records &amp; assist you.

^AV",feedback,3
"@575001 Hey, sorry to hear that. Was the parcel sold by Amazon directly or one of our Marketplace sellers? ^RS",feedback,1
@Ask_Spectrum And still - you’re not trying to upsell me...,other,1
"@271271 Hi, Michael.Thank you for such an awesome compliment! Enjoy your time in London with your bestie! 😄 *TJF",feedback,1
@116076 - Just got hung up on when I requested a refund (that I was supposed to get this passed Sunday) for three failed #PapaJohnsPizza delivery attempts. And look what they tried to give me...  This was supposed to be Chicago Cut #SMH #PapaJohn #Disappointed https://t.co/WZs3vjXaJv,feedback,1
"@362715 Hey, help's here! Can you tell us what's happening exactly? Could you also fire over your account's email address? /GK https://t.co/ldFdZRiNAt",feedback,1
@TacoBellTeam how hard is it to put chicken on an item when the person says it 4 times to confirm?? https://t.co/dy2kFBvT6i,technical_issue,1
@436787 But it's super shrill &amp; freaks out the dog &amp; won't stop until you push the button so I disabled it because I've been out last couple days.,other,1
@AppleSupport Doesn’t address static problem,technical_issue,1
@167813 Thank you Samantha. I will respond in a few moments. ^JD,feedback,1
@341255 We can take a look! Send us a note via https://t.co/1xM0TILvAI so our team can get in touch.,other,1
@165504 Thats great Justin! Let us know if you have any questions. - V,feedback,1
"@458930 We'd love to have you on board, are you looking for anything in particular? 🙂",other,1
@115911 What’s with the horrible service lately.,feedback,1
@673743  to look into this we would need to chat securely through our website so that I can see your account. Are you free now? ^C,other,1
"@477724 Hi there, thank you for reaching out to us and sorry to hear about this issue. To better assist you, please send ... https://t.co/BymQO45mmo",feedback,1
So someone with my same name has been ordering food using my email. Called him today and told him I don't want to see his @115877 receipts,feedback,3
@630598 @630599 Sorry Ben. Can you DM us some more info via the link please? Lauren https://t.co/MdMtnTlX6H,other,1
@396831 We're sorry to hear about the flight disruptions. Our crew is working on a solution to have you on your way asap.,feedback,1
@159254 That's not okay. We'll talk in the DM.,other,1
@228271 It looks like our customers are going through the bags. Please DM your flight info and we'll reach out to our baggage team.,other,1
@332449 Hey! We've just replied to your DM. Check your inbox /RH,other,1
"@AppleSupport 6s. I have 2. iMessage on 1 not working. Both are freezing, apps not working, phone disabling, numerous issues. I want to go back to ios10",feedback,2
@502911 A scoop should be four ounces. You're always welcome to ask for more if it doesn't seem right. -Whit,feedback,1
@172072 Please send us your name/ZIP/phone #/account type so our Social Care Team can call you. Thank you. ^tr,other,1
"@810305 Hi there! For refund information, please check the following link: https://t.co/MInrgZSl48",feedback,1
"@AWSSupport @AzureSupport For those finding this thread in the future, it looks like the D2 v3 instance is closes to the m4.large, but is $180.79/mo.",feedback,3
@hulu_support so why am i paying for a service that doesn't do anything but buffer,other,1
@259081 ...Arrangements are made at store level all year round and will continue over the festive period too! Sas 2/2,feedback,2
@214401 Sure thing.  How can we help? ^BCW,feedback,1
@AskPayPal Is it possible to cancel a withdrawal of funds from PayPal to linked bank acc ?,feedback,1
"@549732 You're in great hands, John. Thanks for sharing the kudos to our crew, and we're glad to hear you're on your way again. #AATeam",feedback,1
"@AskPayPal @485588 What the fuck, PayPal?? Try helping out @330486 first, you're obviously aware of the problem if you're here.",feedback,3
@115913 been trying to order from Panda Express for the last 30 minutes and can't get anywhere on my phone or my computer.,shipping_issue,3
"@372005 @121428 very sorry about this, you will be able to change at Stafford",feedback,1
"@327833 Sorry to hear that, Audrey :( Really hope it gets quieter onboard for you ^HP",feedback,3
"@649827 We have many bundles fit for your liking! Check out this link for proof! ^DDG
https://t.co/8BdzoWbFtQ",feedback,1
"@Delta Fly out from Phoenix, Az on Sunday November 12th to Oakland, Ca. Fly back on November 14th.",other,1
"@511991 Hey. I would like to help address any internet concerns. Can you DM your full name, the phone number, and address linked to the account? -Ra",feedback,1
"@AskTigogh The way I understand this, you can recharge a Tigo credit on an Airtel number? Or the charge rate of tigo-tigo will be the same as tigo-airtel",feedback,1
@410391 Let's talk. DM us. https://t.co/FUsmRWStIs,other,1
"@AppleSupport @115858 ever since I updated my phone to ios11, I can’t stream videos. Bummer",feedback,1
"Ainda não consigo achar Boom Boom no google play.
😢😢😢",other,1
"@206019 Orders are delivered as per the estimated delivery date. May I know if we missed the estimated delivery date? Also, 1/2^SB",feedback,1
@582209 Hey Vanessa! That doesn't sound good. Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /RI,feedback,1
@747139 Always happy to help. We're able to stream NFL (https://t.co/1XIZJhGH2X) &amp; Olympics (https://t.co/oM0EavDZkK) at this time.,feedback,1
@GWRHelp Hello I need to travel to london Paddington on Sunday and I also need to return home the same day is that a problem?,feedback,1
"@703495 Apologies for the inconvenience caused to you.Request you to share the error which you are getting while making STD call.

Regards,
Aarti",feedback,1
"@437115 I'd love to clear up a few details for you here, Annie! Send me a DM &amp; let's chat more! *AlexKimbrell https://t.co/GefRnVHVqu",feedback,1
Thanks @SouthwestAir... Little one was super excited for the experience. #flysouthwest #copilot https://t.co/Jl0mCNVwNS,feedback,1
@231859 Could you please contact us so that we can look into this further for you? You can reach us here: https://t.co/CYqkdUakWJ.^PJ,feedback,1
"@AmazonHelp @115851 after replying twice, I am receiving automatic messages now. Great. You guys are adding up my woes. https://t.co/P4CpYmFmmE",feedback,1
@471685 We have not heard of any issues. Are any of her other services out as well? ^KMG,other,1
"@134037 I am truly sorry this happened. Our team would like to research more. Please DM the tracking number, your address, and telephone number. ^TV https://t.co/wKJHDXWGRQ",feedback,1
@DoorDash_Help Does DD allow other payments than Apple Pay? Y/n?,feedback,1
"@3126 @115955 @Ask_Spectrum what’s going on in NorthDallas? Internet been on &amp; off for few hours, so unreliable #75070 #fail",technical_issue,1
@comcastcares @115900 Was just put on hold for 20 mins to be told that there is no manager to speak to. Please help...,other,1
"@ATVIAssist It’s happened to me on War, Kill Confirmed, TDM and mainly Domination (because that’s what I mainly play) and I also play on a Wireless connection. But I have amazing internet [photo evidence] https://t.co/qbCxxwK5bJ",feedback,1
